(0,0.05)
(1,0.05)
(2,0.04999810007594696)
(3,0.04999430037967873)
(4,0.04998860113891494)
(5,0.049981002657244866)
(6,0.04997150531411223)
(7,0.049960109564797)
(8,0.04994681594039417)
(9,0.04993162504778944)
(10,0.04991453756963195)
(11,0.04989555426430393)
(12,0.04987467596588733)
(13,0.04985190358412745)
(14,0.04982723810439351)
(15,0.049800680587636224)
(16,0.04977223217034233)
(17,0.049741894064486133)
(18,0.04970966755747798)
(19,0.04967555401210978)
(20,0.049639554866497466)
(21,0.049601671634020454)
(22,0.04956190590325812)
(23,0.04952025933792324)
(24,0.04947673367679246)
(25,0.049431330733633705)
(26,0.049384052397130694)
(27,0.049334900630804354)
(28,0.04928387747293131)
(29,0.04923098503645936)
(30,0.04917622550892001)
(31,0.04911960115233793)
(32,0.049061114303137573)
(33,0.0490007673720467)
(34,0.04893856284399701)
(35,0.048874503278021765)
(36,0.048808591307150484)
(37,0.04874082963830067)
(38,0.04867122105216657)
(39,0.04859976840310503)
(40,0.04852647461901837)
(41,0.04845134270123433)
(42,0.048374375724383085)
(43,0.04829557683627135)
(44,0.04821494925775355)
(45,0.04813249628260006)
(46,0.04804822127736256)
(47,0.04796212768123646)
(48,0.04787421900592046)
(49,0.04778449883547315)
(50,0.04769297082616681)
(51,0.04759963870633825)
(52,0.04750450627623683)
(53,0.04740757740786954)
(54,0.047308856044843334)
(55,0.04720834620220446)
(56,0.047106051966275056)
(57,0.04700197749448685)
(58,0.04689612701521201)
(59,0.04678850482759121)
(60,0.04667911530135884)
(61,0.0465679628766654)
(62,0.04645505206389708)
(63,0.04634038744349258)
(64,0.04622397366575708)
(65,0.04610581545067345)
(66,0.04598591758771068)
(67,0.04586428493562953)
(68,0.04574092242228544)
(69,0.04561583504442864)
(70,0.04548902786750157)
(71,0.04536050602543351)
(72,0.04523027472043249)
(73,0.045098339222774515)
(74,0.04496470487059002)
(75,0.04482937706964765)
(76,0.04469236129313537)
(77,0.044553663081438814)
(78,0.04441328804191703)
(79,0.044271241848675494)
(80,0.044127530242336524)
(81,0.04398215902980699)
(82,0.043835134084043416)
(83,0.043686461343814424)
(84,0.04353614681346059)
(85,0.04338419656265164)
(86,0.0432306167261411)
(87,0.04307541350351828)
(88,0.042918593158957755)
(89,0.0427601620209662)
(90,0.042600126482126716)
(91,0.042438492998840574)
(92,0.04227526809106644)
(93,0.04211045834205703)
(94,0.0419440703980933)
(95,0.041776110968216054)
(96,0.04160658682395513)
(97,0.04143550479905602)
(98,0.041262871789204104)
(99,0.04108869475174631)
(100,0.040912980705410426)
(101,0.04073573673002187)
(102,0.040556969966218104)
(103,0.040376687615160584)
(104,0.04019489693824433)
(105,0.04001160525680507)
(106,0.03982681995182401)
(107,0.039640548463630236)
(108,0.039452798291600755)
(109,0.03926357699385817)
(110,0.03907289218696603)
(111,0.038880751545621865)
(112,0.03868716280234788)
(113,0.038492133747179365)
(114,0.03829567222735083)
(115,0.03809778614697984)
(116,0.037898483466748616)
(117,0.03769777220358334)
(118,0.037495660430331285)
(119,0.03729215627543565)
(120,0.037087267922608275)
(121,0.03688100361050006)
(122,0.036673371632369285)
(123,0.03646438033574768)
(124,0.0362540381221044)
(125,0.036042353446507844)
(126,0.03582933481728532)
(127,0.03561499079568061)
(128,0.03539932999550943)
(129,0.035182361082812814)
(130,0.03496409277550838)
(131,0.0347445338430396)
(132,0.034523693106022955)
(133,0.034301579435893126)
(134,0.034078201754546095)
(135,0.033853569033980305)
(136,0.0336276902959358)
(137,0.033400574611531376)
(138,0.03317223110089981)
(139,0.03294266893282112)
(140,0.032711897324353874)
(141,0.03247992554046463)
(142,0.032246762893655447)
(143,0.03201241874358949)
(144,0.03177690249671482)
(145,0.031540223605886264)
(146,0.0313023915699855)
(147,0.03106341593353927)
(148,0.030823306286335804)
(149,0.03058207226303946)
(150,0.03033972354280357)
(151,0.030096269848881512)
(152,0.029851720948236068)
(153,0.029606086651147008)
(154,0.02935937681081699)
(155,0.029111601322975737)
(156,0.028862770125482544)
(157,0.028612893197927102)
(158,0.028361980561228687)
(159,0.028110042277233693)
(160,0.02785708844831156)
(161,0.027603129216949084)
(162,0.027348174765343153)
(163,0.02709223531499189)
(164,0.026835321126284267)
(165,0.026577442498088164)
(166,0.026318609767336902)
(167,0.026058833308614276)
(168,0.025798123533738105)
(169,0.025536490891342297)
(170,0.025273945866457474)
(171,0.02501049898009014)
(172,0.02474616078880043)
(173,0.02448094188427848)
(174,0.02421485289291936)
(175,0.023947904475396686)
(176,0.023680107326234857)
(177,0.023411472173379938)
(178,0.02314200977776925)
(179,0.022871730932899646)
(180,0.022600646464394508)
(181,0.022328767229569463)
(182,0.02205610411699687)
(183,0.021782668046069053)
(184,0.021508469966560327)
(185,0.021233520858187842)
(186,0.02095783173017121)
(187,0.020681413620791015)
(188,0.020404277596946133)
(189,0.020126434753709968)
(190,0.019847896213885545)
(191,0.01956867312755953)
(192,0.019288776671655176)
(193,0.019008218049484202)
(194,0.018727008490297643)
(195,0.018445159248835684)
(196,0.018162681604876486)
(197,0.017879586862784028)
(198,0.01759588635105499)
(199,0.017311591421864683)
(200,0.017026713450612064)
(201,0.01674126383546381)
(202,0.01645525399689753)
(203,0.01616869537724409)
(204,0.015881599440229086)
(205,0.015593977670513473)
(206,0.015305841573233381)
(207,0.015017202673539133)
(208,0.014728072516133473)
(209,0.014438462664809039)
(210,0.014148384701985081)
(211,0.013857850228243465)
(212,0.013566870861863959)
(213,0.01327545823835883)
(214,0.012983624010006781)
(215,0.012691379845386227)
(216,0.012398737428907937)
(217,0.012105708460347064)
(218,0.011812304654374585)
(219,0.011518537740088151)
(220,0.011224419460542392)
(221,0.010929961572278674)
(222,0.010635175844854343)
(223,0.010340074060371454)
(224,0.010044668013005034)
(225,0.009748969508530873)
(226,0.009452990363852864)
(227,0.009156742406529928)
(228,0.008860237474302526)
(229,0.00856348741461878)
(230,0.008266504084160234)
(231,0.007969299348367253)
(232,0.007671885080964101)
(233,0.007374273163483702)
(234,0.007076475484792108)
(235,0.006778503940612692)
(236,0.006480370433050086)
(237,0.006182086870113889)
(238,0.005883665165242145)
(239,0.0055851172368246394)
(240,0.005286455007726001)
(241,0.004987690404808656)
(242,0.004688835358455632)
(243,0.0043899018020932485)
(244,0.004090901671713699)
(245,0.0037918469053975514)
(246,0.0034927494428361877)
(247,0.0031936212248541915)
(248,0.002894474192931715)
(249,0.002595320288726837)
(250,0.0022961714535979323)
(251,0.0019970396281260732)
(252,0.0016979367516374824)
(253,0.001398874761726052)
(254,0.0010998655937759548)
(255,8.009211804843605E-4)
(256,5.020534513842797E-4)
(257,2.0327433236755324E-4)
(258,-9.540425479199334E-5)
(259,-3.939703929152117E-4)
(260,-6.924121698940895E-4)
(261,-9.907176791679872E-4)
(262,-0.0012888750201996337)
(263,-0.0015868722989508628)
(264,-0.001884697628358069)
(265,-0.002182339128807367)
(266,-0.002479784928609432)
(267,-0.0027770231644740073)
(268,-0.0030740419819840522)
(269,-0.00337082953606952)
(270,-0.0036673739914807415)
(271,-0.003963663523261395)
(272,-0.004259686317221052)
(273,-0.004555430570407261)
(274,-0.004850884491577179)
(275,-0.005146036301668699)
(276,-0.005440874234271086)
(277,-0.005735386536095077)
(278,-0.0060295614674424425)
(279,-0.006323387302674988)
(280,-0.006616852330682968)
(281,-0.0069099448553529026)
(282,-0.007202653196034777)
(283,-0.007494965688008603)
(284,-0.007786870682950325)
(285,-0.008078356549397047)
(286,-0.008369411673211575)
(287,-0.008660024458046239)
(288,-0.008950183325805989)
(289,-0.009239876717110743)
(290,-0.00952909309175697)
(291,-0.009817820929178479)
(292,-0.010106048728906409)
(293,-0.010393765011028401)
(294,-0.010680958316646925)
(295,-0.010967617208336743)
(296,-0.011253730270601503)
(297,-0.01153928611032944)
(298,-0.011824273357248144)
(299,-0.012108680664378426)
(300,-0.012392496708487206)
(301,-0.012675710190539452)
(302,-0.012958309836149122)
(303,-0.013240284396029107)
(304,-0.01352162264644015)
(305,-0.013802313389638731)
(306,-0.014082345454323882)
(307,-0.014361707696082937)
(308,-0.014640388997836186)
(309,-0.014918378270280414)
(310,-0.015195664452331318)
(311,-0.01547223651156477)
